134,5813,2335,7138,9083,540,1723,8806,8826,11395,10610
135,5015,2992,6818,2311,11315,2418,5696,8807,11763,2380
136,7273,527,3058,8698,10354,10802,6320,9299,9579,11445
137,5067,296,12092,10122,6038,1378,12099,2683,10262,11734
138,393,7054,5091,4682,10124,9939,1757,4332,3050,7130
139,7631,1034,1589,7117,7348,11771,10168,8757,7593,2844
140,2092,2966,11327,8583,90,8441,1178,6839,3210,5411
141,9712,7889,7727,5466,1590,2202,8930,251,10413,250
142,7285,7253,3057,7119,3813,8038,11378,1351,78,5451
143,4628,10223,3057,9139,4843,6776,9112,5012,11345,1578
144,1299,5096,8916,47,653,12111,5389,2414,541,7217
145,8139,9686,7627,5507,3840,6262,7105,5565,10802,10804
146,1148,5096,4069,9785,2335,5007,8539,6215,8804,6793
147,1394,6652,5921,7627,1137,8189,8540,2858,1418,9695
148,1233,962,4178,2672,10871,1555,7769,4469,4202,2176
149,1645,168,6867,7445,7138,1105,5017,3728,9897,9238
150,7353,10262,4967,9788,8544,1607,12131,1757,7733,5281
151,551,9718,10070,1763,356,3775,19,7261,7740,9689
152,1442,9910,6817,8120,6044,10971,9113,626,8805,8430
153,1248,7093,5469,11343,10733,7983,1723,1776,2804,7126
154,9314,4396,9719,7983,4002,8823,1315,2818,2084,1591
155,6185,520,9113,8725,11951,13835,5325,5717,9025,10357
156,6857,3391,2075,1200,1729,9999,1764,11440,2076,10379
157,2328,10733,4009,9718,9274,8189,5131,7353,9999,9189
158,1255,5501,4843,4337,3081,4667,9247,170,2176,3691
159,8559,3147,6688,9800,4624,10365,10614,1102,9165,1961
160,1359,9274,10211,8962,2903,577,5948,441,10846,10901
161,304,3057,9390,9719,1793,1654,2865,7769,2812,5389
162,2115,4681,6149,2882,8720,9535,682,12005,3145,5007
163,2241,7579,1235,9939,8030,11312,77,6262,11023,7798
164,14,10860,9907,9612,6818,8542,8786,12017,10388,5448
165,7057,10156,1467,1733,707,7418,8038,8109,771,4050
166,6148,6014,5575,5084,9541,5507,1275,10179,7249,383
167,2241,5812,9712,4398,9083,10360,8963,7254,9874,10179
168,1169,6005,8226,5510,297,10706,3882,3423,6691,4090
169,12118,4008,2244,6013,8227,3719,352,4341,3047,3692
170,7502,4395,9799,8192,5845,11779,12025,2199,9551,9735
171,8864,6320,14001,10068,9110,2986,1699,9275,5125,10125
172,1301,1094,6867,11019,469,5470,7053,4883,583,88
173,7874,2882,2133,8301,6980,4023,5339,9788,4337,10256
174,5870,5836,28,653,2133,6952,8958,9993,5008,6839
175,7650,629,211,6311,9370,1744,577,6005,6075,1668
176,1757,2843,7908,2182,7936,1886,8403,8728,10594,2428
177,543,1859,48,9274,265,9279,8222,8230,414,11522
178,5873,8634,10794,8758,558,5339,250,12041,5886,9259
179,6,5012,6245,9098,8987,8674,11026,5104,10511,2709
180,1565,211,6750,12118,197,44,9908,144,5793,170
181,28,206,7093,6259,8726,1583,71,452,8230,4578
182,8176,5015,2812,10855,10273,9271,1153,5032,8109,6265
183,5814,2236,10614,9541,2844,10177,11955,2834,11744,4071
184,207,876,8855,4883,11566,7984,4332,541,11239,1098
185,7270,507,8649,8821,4334,476,10121,7769,9468,4100
186,5837,7093,8583,6037,8660,7504,1705,6311,1210,9839
187,2170,4331,1301,4398,9688,1776,9690,12025,8585,7936
188,4186,1584,2075,3058,9866,4360,1372,5007,4967,70
189,6947,5706,10275,8846,13492,10971,4972,5270,2360,7861
190,1246,11019,10164,1238,12216,7983,5340,403,505,9272
191,6314,10177,8189,6245,9727,10971,11734,427,6672,8031
192,2246,10794,2992,8459,128,9109,11741,7784,10804,11306
193,876,12216,5606,6980,7740,8954,6644,9716,6106,12254
194,1133,6965,6790,645,8660,10920,1764,10375,2347,9103
195,10167,7874,587,7347,6747,6012,10121,476,11734,9758
196,769,8634,1034,7660,5466,9865,5039,427,9599,5967
197,6888,5076,6186,7756,2235,12131,981,4977,11811,4922
198,1172,507,304,694,1654,10794,4337,9596,8987,4075
199,1236,4009,2075,7119,9535,12134,7873,8977,3112,12233
200,371,5641,1345,11960,10124,4071,348,4667,12271,8508
201,999,1346,7117,1370,8038,6262,724,2076,12011,7152
202,7057,5632,56,1217,7144,5717,2155,8572,4036,8227
203,3342,2170,1130,7282,1987,1328,8823,366,9248,1126
204,5641,8729,6717,7057,9062,6688,8124,8991,4966,5301
205,5070,8542,1301,10186,8826,7591,1728,2055,1163,10631
206,7250,8919,1961,9957,11921,10884,8966,4842,10174,2322
207,679,2680,10168,13227,8723,4718,1490,6668,2233,1411
208,6841,8195,1102,411,4347,7887,3288,2349,10437,1320
209,10836,2974,2800,5466,527,1059,4518,9999,427,6048
210,9385,5501,10211,7254,5285,1474,7857,7830,5411,1370
211,7754,7093,3147,6149,5281,4882,1910,3375,12247,5445
212,5469,1370,11737,9800,9941,1027,8193,7072,10141,29
213,9270,11960,10042,12084,6719,10129,771,7815,8572,8394
214,1204,2092,10167,8173,1238,9172,11312,7708,1431,11782
215,1549,5018,8424,4364,11361,797,3928,296,1544,9235
216,2369,9910,9686,5469,1958,7280,10730,9164,1596,652
217,4397,5658,3059,6790,7936,10978,6986,1695,5356,9690
218,8634,9719,4034,551,9891,8895,9259,386,2788,10486
219,7455,10230,9612,5178,5039,10168,10872,11026,12130,8593
220,1169,7093,9270,4404,8990,7760,9091,1729,8034,10911
221,7282,6263,9139,6187,4853,2116,8539,4518,6945,1745
222,5838,629,2074,8118,1683,3508,5268,11020,575,2903
223,6748,2328,6750,4178,552,1828,10900,10644,522,1711
224,1089,5549,7280,1705,5131,11441,3728,7756,6940,9608
225,3205,6148,11771,7353,782,552,1637,936,9980,10926
226,8118,8434,10124,11343,385,47,653,11782,9711,10026
227,518,2115,7093,71,7593,5606,9689,8031,4518,5565
228,3817,4395,9216,703,4624,10365,4404,455,386,7873
229,8120,4069,1834,4002,9271,11734,5325,10437,8810,6027
230,372,9270,6947,8583,6044,5469,7138,1249,10386,8969
231,7270,8192,455,8796,9443,5340,599,1418,2805,4356
232,7502,2236,6817,2680,9838,1034,5068,8539,800,8034
233,1347,6967,3767,2328,10860,1838,2094,1238,385,12005
234,11735,7876,10160,11378,128,10861,8585,11929,4333,4360
235,8649,2992,11737,11314,2330,11836,3745,1672,5193,2152
236,9784,7661,10794,8634,9535,452,9468,4356,5853,10607
237,7825,7057,1584,11327,1596,9088,1911,3963,10437,9706
238,3056,9894,5112,9804,7279,10793,10128,4360,236,2904
239,5583,8919,1838,10264,8176,12120,11941,2793,128,8226
240,1826,10871,5696,1375,6703,8799,8633,10210,5673,3413
241,6947,1417,7627,8033,9823,7460,10805,1177,3113,4023
242,3817,7242,5832,4611,10127,10736,7769,7782,5755,3082
243,770,7502,3813,296,8010,10862,4088,5914,9044,11437
244,270,12129,7348,10160,9086,11378,6262,1757,5266,8693
245,5036,1188,3053,1370,9113,8794,6836,4981,4425,1163
246,6037,146,7282,6263,7072,284,1705,10273,8967,212
247,6794,5632,5845,2992,1288,8967,4614,2858,5390,10476
248,507,7193,1589,6263,7932,10733,2111,587,11314,10264
249,31,2160,1799,7203,3057,3081,12011,8231,8958,3141
250,7008,2520,9789,6075,10422,2057,11353,6761,12037,8400
